step,parameter_comb,strategy,prop_runs_prevC_above
10000,151,equal allocation,0
730,152,equal allocation,0
1000,152,equal allocation,0
1825,152,equal allocation,0
3650,152,equal allocation,0
5000,152,equal allocation,0
7300,152,equal allocation,0
10000,152,equal allocation,0
730,153,equal allocation,0
1000,153,equal allocation,0
1825,153,equal allocation,0
3650,153,equal allocation,0
5000,153,equal allocation,0
7300,153,equal allocation,0
10000,153,equal allocation,0.01
730,154,equal allocation,0
1000,154,equal allocation,0
1825,154,equal allocation,0
3650,154,equal allocation,0.01
5000,154,equal allocation,0.64
7300,154,equal allocation,1
10000,154,equal allocation,1
730,155,equal allocation,0
1000,155,equal allocation,0
1825,155,equal allocation,0
3650,155,equal allocation,0
5000,155,equal allocation,0
7300,155,equal allocation,0.77
10000,155,equal allocation,1
730,156,equal allocation,0
1000,156,equal allocation,0
1825,156,equal allocation,0
3650,156,equal allocation,0
5000,156,equal allocation,0
7300,156,equal allocation,0
10000,156,equal allocation,0
730,157,equal allocation,0
1000,157,equal allocation,0
1825,157,equal allocation,0
3650,157,equal allocation,0
5000,157,equal allocation,0
7300,157,equal allocation,0
10000,157,equal allocation,0
730,158,equal allocation,0
1000,158,equal allocation,0
1825,158,equal allocation,0
3650,158,equal allocation,0.39
5000,158,equal allocation,0.99
7300,158,equal allocation,1
10000,158,equal allocation,1
730,159,equal allocation,0
1000,159,equal allocation,0
1825,159,equal allocation,0
3650,159,equal allocation,0
5000,159,equal allocation,0
7300,159,equal allocation,0.33
10000,159,equal allocation,0.96
730,160,equal allocation,0
1000,160,equal allocation,0
1825,160,equal allocation,0
3650,160,equal allocation,0
5000,160,equal allocation,0
7300,160,equal allocation,0
10000,160,equal allocation,0
730,161,equal allocation,0
1000,161,equal allocation,0
1825,161,equal allocation,0
3650,161,equal allocation,0
5000,161,equal allocation,0
7300,161,equal allocation,0
10000,161,equal allocation,0
730,162,equal allocation,0
1000,162,equal allocation,0
1825,162,equal allocation,0
3650,162,equal allocation,0
5000,162,equal allocation,0
7300,162,equal allocation,0.18
10000,162,equal allocation,1
730,163,equal allocation,0
1000,163,equal allocation,0
1825,163,equal allocation,0
3650,163,equal allocation,0
5000,163,equal allocation,0
7300,163,equal allocation,0
10000,163,equal allocation,0
730,164,equal allocation,0
1000,164,equal allocation,0
1825,164,equal allocation,0
3650,164,equal allocation,0
5000,164,equal allocation,0.08
7300,164,equal allocation,0.97
10000,164,equal allocation,1
730,165,equal allocation,0
1000,165,equal allocation,0
1825,165,equal allocation,0
3650,165,equal allocation,0
5000,165,equal allocation,0
7300,165,equal allocation,0
10000,165,equal allocation,0
730,166,equal allocation,0
1000,166,equal allocation,0
1825,166,equal allocation,0
3650,166,equal allocation,0
5000,166,equal allocation,0
7300,166,equal allocation,0
10000,166,equal allocation,0
730,167,equal allocation,0
1000,167,equal allocation,0
1825,167,equal allocation,0
3650,167,equal allocation,0
5000,167,equal allocation,0
7300,167,equal allocation,0
10000,167,equal allocation,0
730,168,equal allocation,0
1000,168,equal allocation,0
1825,168,equal allocation,0
3650,168,equal allocation,0
5000,168,equal allocation,0
7300,168,equal allocation,0
10000,168,equal allocation,0
730,169,equal allocation,0
1000,169,equal allocation,0
1825,169,equal allocation,0
3650,169,equal allocation,0
5000,169,equal allocation,0
7300,169,equal allocation,0
10000,169,equal allocation,0
730,170,equal allocation,0
1000,170,equal allocation,0
1825,170,equal allocation,0
3650,170,equal allocation,0
5000,170,equal allocation,0
7300,170,equal allocation,0
10000,170,equal allocation,0
730,171,equal allocation,0
1000,171,equal allocation,0
1825,171,equal allocation,0
3650,171,equal allocation,0
5000,171,equal allocation,0
7300,171,equal allocation,0
10000,171,equal allocation,0
730,172,equal allocation,0
1000,172,equal allocation,0
1825,172,equal allocation,0.07
3650,172,equal allocation,1
5000,172,equal allocation,1
7300,172,equal allocation,1
10000,172,equal allocation,1
730,173,equal allocation,0
1000,173,equal allocation,0
1825,173,equal allocation,0
3650,173,equal allocation,0
5000,173,equal allocation,0
7300,173,equal allocation,0
10000,173,equal allocation,0
730,174,equal allocation,0
1000,174,equal allocation,0
1825,174,equal allocation,0
3650,174,equal allocation,0
5000,174,equal allocation,0
7300,174,equal allocation,0
10000,174,equal allocation,0
730,175,equal allocation,0
1000,175,equal allocation,0
1825,175,equal allocation,0
3650,175,equal allocation,0
5000,175,equal allocation,0
7300,175,equal allocation,0
10000,175,equal allocation,0
730,176,equal allocation,0
1000,176,equal allocation,0
1825,176,equal allocation,0
3650,176,equal allocation,0
5000,176,equal allocation,0
7300,176,equal allocation,0
10000,176,equal allocation,0
730,177,equal allocation,0
1000,177,equal allocation,0
1825,177,equal allocation,0
3650,177,equal allocation,0
5000,177,equal allocation,0
7300,177,equal allocation,0
10000,177,equal allocation,0
730,178,equal allocation,0
1000,178,equal allocation,0
1825,178,equal allocation,0
3650,178,equal allocation,0
5000,178,equal allocation,0
7300,178,equal allocation,0
10000,178,equal allocation,0
730,179,equal allocation,0
1000,179,equal allocation,0
1825,179,equal allocation,0
3650,179,equal allocation,0
5000,179,equal allocation,0
7300,179,equal allocation,0
10000,179,equal allocation,0
730,180,equal allocation,0
1000,180,equal allocation,0
1825,180,equal allocation,0
3650,180,equal allocation,0
5000,180,equal allocation,0
7300,180,equal allocation,0
10000,180,equal allocation,0
730,181,equal allocation,0
1000,181,equal allocation,0
1825,181,equal allocation,0
3650,181,equal allocation,0
5000,181,equal allocation,0
7300,181,equal allocation,0
10000,181,equal allocation,0.58
730,182,equal allocation,0
1000,182,equal allocation,0
1825,182,equal allocation,0
3650,182,equal allocation,0
5000,182,equal allocation,0
7300,182,equal allocation,0
10000,182,equal allocation,0
730,183,equal allocation,0
1000,183,equal allocation,0
1825,183,equal allocation,0
3650,183,equal allocation,0
5000,183,equal allocation,0
7300,183,equal allocation,0
10000,183,equal allocation,0
730,184,equal allocation,0
1000,184,equal allocation,0
1825,184,equal allocation,0
3650,184,equal allocation,0
5000,184,equal allocation,0
7300,184,equal allocation,0
10000,184,equal allocation,0
730,185,equal allocation,0
1000,185,equal allocation,0
1825,185,equal allocation,0
3650,185,equal allocation,0
5000,185,equal allocation,0
7300,185,equal allocation,0
10000,185,equal allocation,0
730,186,equal allocation,0
1000,186,equal allocation,0
1825,186,equal allocation,NA
3650,186,equal allocation,NA
5000,186,equal allocation,NA
7300,186,equal allocation,NA
10000,186,equal allocation,NA
730,187,equal allocation,0
1000,187,equal allocation,0
1825,187,equal allocation,0
3650,187,equal allocation,0
5000,187,equal allocation,0
7300,187,equal allocation,0
10000,187,equal allocation,0
730,188,equal allocation,0
1000,188,equal allocation,0
1825,188,equal allocation,0
3650,188,equal allocation,0
5000,188,equal allocation,0.01
7300,188,equal allocation,0.44
10000,188,equal allocation,1
730,189,equal allocation,0
1000,189,equal allocation,0
1825,189,equal allocation,0.99
3650,189,equal allocation,1
5000,189,equal allocation,1
7300,189,equal allocation,1
10000,189,equal allocation,1
730,190,equal allocation,0
1000,190,equal allocation,0
1825,190,equal allocation,0.01
3650,190,equal allocation,0.14
5000,190,equal allocation,0.96
7300,190,equal allocation,1
10000,190,equal allocation,1
730,191,equal allocation,0
1000,191,equal allocation,0
1825,191,equal allocation,0
3650,191,equal allocation,0
5000,191,equal allocation,0
7300,191,equal allocation,0
10000,191,equal allocation,0.01
730,192,equal allocation,0
1000,192,equal allocation,0
1825,192,equal allocation,0
3650,192,equal allocation,0.38
5000,192,equal allocation,0.89
7300,192,equal allocation,1
10000,192,equal allocation,1
730,193,equal allocation,0
1000,193,equal allocation,0
1825,193,equal allocation,0
3650,193,equal allocation,0
5000,193,equal allocation,0
7300,193,equal allocation,0
10000,193,equal allocation,0
730,194,equal allocation,0
1000,194,equal allocation,0
1825,194,equal allocation,0
3650,194,equal allocation,0
5000,194,equal allocation,0
7300,194,equal allocation,0
10000,194,equal allocation,0
730,195,equal allocation,0
1000,195,equal allocation,0
1825,195,equal allocation,0
3650,195,equal allocation,0
5000,195,equal allocation,0
7300,195,equal allocation,0
10000,195,equal allocation,0.01
730,196,equal allocation,0
1000,196,equal allocation,0
1825,196,equal allocation,0
3650,196,equal allocation,0
5000,196,equal allocation,0
7300,196,equal allocation,0
10000,196,equal allocation,0.37
730,197,equal allocation,0
1000,197,equal allocation,0
1825,197,equal allocation,0
3650,197,equal allocation,0
5000,197,equal allocation,0
7300,197,equal allocation,0
10000,197,equal allocation,0.01
730,198,equal allocation,0
1000,198,equal allocation,0
1825,198,equal allocation,0
3650,198,equal allocation,0
5000,198,equal allocation,0
7300,198,equal allocation,0
10000,198,equal allocation,0.01
730,199,equal allocation,0
1000,199,equal allocation,0
1825,199,equal allocation,0
3650,199,equal allocation,0
5000,199,equal allocation,0
7300,199,equal allocation,0
10000,199,equal allocation,0
730,200,equal allocation,0
1000,200,equal allocation,0
1825,200,equal allocation,0
3650,200,equal allocation,0
5000,200,equal allocation,0
7300,200,equal allocation,0
10000,200,equal allocation,0
730,201,equal allocation,0
1000,201,equal allocation,0
1825,201,equal allocation,0
3650,201,equal allocation,0
5000,201,equal allocation,0
7300,201,equal allocation,0.39
10000,201,equal allocation,0.89
730,202,equal allocation,0
1000,202,equal allocation,0
1825,202,equal allocation,0
3650,202,equal allocation,0.93
5000,202,equal allocation,1
7300,202,equal allocation,1
10000,202,equal allocation,1
730,203,equal allocation,0
1000,203,equal allocation,0
1825,203,equal allocation,0
3650,203,equal allocation,0
5000,203,equal allocation,0
7300,203,equal allocation,0
10000,203,equal allocation,0
730,204,equal allocation,0
1000,204,equal allocation,0
1825,204,equal allocation,0
3650,204,equal allocation,0
5000,204,equal allocation,0
7300,204,equal allocation,0
10000,204,equal allocation,0.07
730,205,equal allocation,NA
1000,205,equal allocation,NA
1825,205,equal allocation,NA
3650,205,equal allocation,NA
5000,205,equal allocation,NA
7300,205,equal allocation,NA
10000,205,equal allocation,NA
730,206,equal allocation,0
1000,206,equal allocation,0
1825,206,equal allocation,0
3650,206,equal allocation,0
5000,206,equal allocation,0
7300,206,equal allocation,0
10000,206,equal allocation,0
730,207,equal allocation,0
1000,207,equal allocation,0
1825,207,equal allocation,0
3650,207,equal allocation,0
5000,207,equal allocation,0
7300,207,equal allocation,0
10000,207,equal allocation,0.1
730,208,equal allocation,0
1000,208,equal allocation,0
1825,208,equal allocation,0
3650,208,equal allocation,0
5000,208,equal allocation,0
7300,208,equal allocation,0
10000,208,equal allocation,0.11
730,209,equal allocation,0
1000,209,equal allocation,0
1825,209,equal allocation,0
3650,209,equal allocation,0.35
5000,209,equal allocation,0.98
7300,209,equal allocation,1
10000,209,equal allocation,1
730,210,equal allocation,0
1000,210,equal allocation,0
1825,210,equal allocation,0
3650,210,equal allocation,0
5000,210,equal allocation,0
7300,210,equal allocation,0
10000,210,equal allocation,0
730,211,equal allocation,0
1000,211,equal allocation,0
1825,211,equal allocation,0
3650,211,equal allocation,0
5000,211,equal allocation,0
7300,211,equal allocation,0.03
10000,211,equal allocation,0.49
730,212,equal allocation,0
1000,212,equal allocation,0
1825,212,equal allocation,0
3650,212,equal allocation,0
5000,212,equal allocation,0
7300,212,equal allocation,0.04
10000,212,equal allocation,0.69
730,213,equal allocation,0
1000,213,equal allocation,0
1825,213,equal allocation,0
3650,213,equal allocation,0
5000,213,equal allocation,0
7300,213,equal allocation,0
10000,213,equal allocation,0.01
730,214,equal allocation,0
1000,214,equal allocation,0
1825,214,equal allocation,0
3650,214,equal allocation,0
5000,214,equal allocation,0
7300,214,equal allocation,0
10000,214,equal allocation,0
730,215,equal allocation,0
1000,215,equal allocation,0
1825,215,equal allocation,0
3650,215,equal allocation,0
5000,215,equal allocation,0
7300,215,equal allocation,0
10000,215,equal allocation,0
730,216,equal allocation,0
1000,216,equal allocation,0
1825,216,equal allocation,0
3650,216,equal allocation,0
5000,216,equal allocation,0
7300,216,equal allocation,0
10000,216,equal allocation,0
730,217,equal allocation,0.04
1000,217,equal allocation,0.66
1825,217,equal allocation,1
3650,217,equal allocation,1
5000,217,equal allocation,1
7300,217,equal allocation,1
10000,217,equal allocation,1
730,218,equal allocation,0
1000,218,equal allocation,0
1825,218,equal allocation,0
3650,218,equal allocation,0.87
5000,218,equal allocation,0.99
7300,218,equal allocation,1
10000,218,equal allocation,1
730,219,equal allocation,0
1000,219,equal allocation,0
1825,219,equal allocation,0
3650,219,equal allocation,0.11
5000,219,equal allocation,0.84
7300,219,equal allocation,1
10000,219,equal allocation,1
730,220,equal allocation,0
1000,220,equal allocation,0
1825,220,equal allocation,0
3650,220,equal allocation,0
5000,220,equal allocation,0.06
7300,220,equal allocation,0.7
10000,220,equal allocation,0.99
730,221,equal allocation,0
1000,221,equal allocation,0
1825,221,equal allocation,0
3650,221,equal allocation,0
5000,221,equal allocation,0
7300,221,equal allocation,0
10000,221,equal allocation,0
730,222,equal allocation,0
1000,222,equal allocation,0
1825,222,equal allocation,0
3650,222,equal allocation,0
5000,222,equal allocation,0
7300,222,equal allocation,0
10000,222,equal allocation,0
730,223,equal allocation,0
1000,223,equal allocation,0
1825,223,equal allocation,0
3650,223,equal allocation,0
5000,223,equal allocation,0
7300,223,equal allocation,0
10000,223,equal allocation,0
730,224,equal allocation,0
1000,224,equal allocation,0
1825,224,equal allocation,0
3650,224,equal allocation,0.67
5000,224,equal allocation,1
7300,224,equal allocation,1
10000,224,equal allocation,1
730,225,equal allocation,0
1000,225,equal allocation,0
1825,225,equal allocation,0
3650,225,equal allocation,0
5000,225,equal allocation,0
7300,225,equal allocation,0
10000,225,equal allocation,0.16
730,226,equal allocation,0
1000,226,equal allocation,0
1825,226,equal allocation,0
3650,226,equal allocation,0
5000,226,equal allocation,0
7300,226,equal allocation,0.26
10000,226,equal allocation,0.97
730,227,equal allocation,0
1000,227,equal allocation,0
1825,227,equal allocation,0
3650,227,equal allocation,0
5000,227,equal allocation,0
7300,227,equal allocation,0
10000,227,equal allocation,0
730,228,equal allocation,0
1000,228,equal allocation,0
1825,228,equal allocation,0.01
3650,228,equal allocation,1
5000,228,equal allocation,1
7300,228,equal allocation,1
10000,228,equal allocation,1
730,229,equal allocation,0
1000,229,equal allocation,0
1825,229,equal allocation,0
3650,229,equal allocation,0.01
5000,229,equal allocation,0.05
7300,229,equal allocation,0.94
10000,229,equal allocation,1
730,230,equal allocation,0
1000,230,equal allocation,0
1825,230,equal allocation,0
3650,230,equal allocation,0
5000,230,equal allocation,0
7300,230,equal allocation,0
10000,230,equal allocation,0
730,231,equal allocation,0
